Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months
Mangalam Industr,537800.0,__NA__,Finance & Investments,4.28,-7.0,1.48,2253747,2025572,2622673,6.97,2.66,32.58,0.17,3.88,-6.36,0.24,4.45,4.31,4.47,4.31,40.26,-0.04,-0.02,0.01,0.02,51.47,42.63,68.87,2465730,16.2,-10.12,464.61,537800.0___NA__,130.02,-89.6,1584.21,5.75,,54.25,26.84,-164.29,-17.24,28.53,130.02,,1767.0,-0.01,0.0,1.12,-18.06,0.0,1.01,0.0,0.06,0.18,0.01,36.66,39.17,59.4,0.61,-23.45,0.0,0.1,-40.3,-5.55,39122.73,0.01,-40.3,27.18,-5114.11,0.0,96.16,0.0,-67.63,0.0,0.0,28.77,0.21,0.0,0.02,0.17,0.0,0.0,1.15,0.2,0.0,0.0,0.0,28.77,0.95,0.0,0.0,0.03,1.0,0.85,0.0,0.08,108.55,0.0,12.17,0.19,0.21,0.0,5.29,0.67,9.67,7.53,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3.54,8.19,0.19,0.91,0.0,-1.04,3.54,0.29,0.0,0.29,0.03,0.26,0.0,0.26,0.07,0.19,0.0,0.19,0.0,0.0,0.61,8.19,5.37,0.29,0.0,0.03,0.0,0.26,0.19,0.07,0.07,0.0,202403.0,1.33,-4.76,0.0,-4.76,0.02,-4.78,0.11,-4.89,0.12,-5.01,0.0,-5.01,0.0,-357.89,-376.69,-0.05,3.18,-4.63
Viji Finance,537820.0,VIJIFIN,Finance & Investments,3.32,31.09,100.0,110317,239821,315900,3.32,1.05,15.13,0.14,4.73,20.46,13.45,2.64,2.2,2.62,2.19,74.49,0.04,0.0,-0.04,-0.06,132.84,42.42,50.06,375606,1.35,1.72,47.32,537820.0_VIJIFIN,24.52,-13.87,81.68,0.6,2.11,-20.97,-19.69,-100.0,7.84,12.22,24.52,2.11,159.05,-0.37,111.33,1.57,-14.55,1.09,2.01,0.0,0.24,-27.73,0.0,100.0,0.0,216.19,1.0,-2.56,0.0,0.4,-11.4,3.16,1525.79,-0.03,-11.4,3.6,,13.36,8.25,0.0,3.97,1.1,8.08,26.52,2.96,0.0,0.66,1.95,0.0,0.05,0.56,0.94,0.0,0.0,0.0,26.52,-0.38,0.0,0.0,0.0,1.0,0.24,0.0,0.31,14.25,9.18,-0.98,2.3,2.96,0.0,-0.41,-0.41,0.2,-0.55,3.55,3.48,2.58,0.71,0.19,0.28,0.34,1.93,38.34,0.12,1.62,0.01,9.8,1.93,0.74,0.0,0.74,0.36,0.38,0.18,0.2,0.08,0.12,0.0,0.12,0.0,0.0,0.72,38.34,6.22,0.74,0.18,0.36,0.01,0.38,0.12,0.08,0.08,0.0,202403.0,2.09,1.15,0.0,1.15,0.35,0.8,0.19,0.61,0.16,0.44,0.0,0.44,0.0,55.02,21.05,0.03,1.84,0.02
Phoenix Township,537839.0,__NA__,Hotels,129.0,56.8,79.94,14122,2764,2745,152.0,61.5,165.0,4.95,-4.34,-1.55,38.1,111.13,89.24,110.16,88.78,63.57,9.99,10.56,11.3,11.63,120.88,108.4,79.43,6501,36.72,12.91,180.39,537839.0___NA__,6.11,,68.63,2.65,2.66,,62.19,46547.62,17.45,220.82,6.11,2.66,102.76,,1.15,257.45,,,,0.0,,,,74.59,15.13,109.76,0.85,,0.0,706.4,7.22,0.0,58.9,13.12,7.21,1.43,99.66,226.63,21.68,,199.14,,,462.31,,,,17.4,221.68,23.25,29.48,11.11,,,,462.31,18.37,0.0,0.18,1.24,10.0,2.13,,2.19,,,,,,,,,,,,,,,,,,29.54,19.97,2.45,,140.45,0.0,29.54,5.9,194.68,5.9,1.96,3.94,1.48,197.14,0.73,2.45,194.68,196.41,0.0,0.0,6.11,19.97,8.29,5.9,1.48,1.96,140.45,3.94,196.41,0.61,0.73,194.68,202403.0,,,,,,,,,,,,,,,,,,
Raunaq Intl.,537840.0,__NA__,Engineering - Turnkey Services,37.41,-10.18,22.66,346,0,0,45.91,0.0,340.0,0.0,-4.98,0.0,-4.98,35.59,28.57,35.52,28.48,47.43,2.04,2.52,2.46,2.57,66.27,14.69,-2.88,946,-20.53,-11.2,12.51,537840.0___NA__,3.34,7.64,-9.25,1.64,-16.57,,71.66,-154.76,-36.9,6.52,3.34,-16.57,-8.14,0.39,0.0,2.94,22.56,0.46,1.8,0.0,,0.64,0.27,81.49,18.51,,0.81,-3.91,0.0,,-13.87,-17.71,,8.12,-14.06,3.01,-11.69,0.0,3.34,0.0,3.18,0.0,0.25,10.71,1.04,0.0,0.15,0.26,0.0,2.62,6.84,4.16,0.0,0.0,2.99,10.71,2.68,0.0,0.0,1.97,10.0,3.07,0.0,2.67,0.33,0.25,3.33,0.9,1.04,0.0,1.82,-4.23,17.97,25.52,5.49,6.1,4.6,6.22,3.66,5.21,5.85,3.74,-51.6,-1.07,-16.19,-3.2,4.33,3.74,-1.93,0.91,-1.02,0.14,-1.16,0.07,-1.23,-0.16,-1.07,0.0,-1.07,0.0,98.13,0.57,-51.6,-28.61,-1.93,0.07,0.14,-3.2,-1.16,-1.07,0.0,-0.16,0.91,202403.0,5.77,-3.8,1.56,-1.78,0.25,-2.03,0.33,-2.82,-0.45,-1.92,-0.46,-2.38,0.0,-65.86,-33.28,-7.12,3.78,-3.08
Infronics Sys.,537985.0,__NA__,Computers - Software - Medium / Small,53.99,-9.86,-8.94,5842,3574,4874,92.8,28.42,92.8,5.24,-1.12,0.13,-1.16,56.64,51.39,56.72,51.36,44.57,-0.44,-0.37,-0.42,-0.41,69.09,112.0,53.77,5513,33.04,11.74,42.8,537985.0___NA__,9.86,43.82,10.59,2.0,89.25,0.26,70.51,164.52,103.13,2.23,9.86,89.25,11.45,0.01,0.43,3.12,31.86,1.0,2.22,0.0,26.75,1.87,0.08,39.72,41.82,89.97,0.58,-6.71,0.0,14.19,24.23,105.93,326.04,3.87,24.32,21.45,52.2,1.08,7.93,0.0,-5.7,0.0,3.1,4.26,0.13,0.0,0.03,0.01,0.05,0.0,4.01,2.01,0.0,0.0,1.14,4.26,3.06,0.06,0.0,0.79,10.0,3.02,0.0,0.85,0.79,3.1,2.54,0.1,0.13,0.0,-0.44,-5.83,-6.25,6.86,0.43,0.0,0.0,9.94,0.0,0.0,1.54,4.34,88.25,2.52,116.86,3.18,0.0,4.34,3.83,0.03,3.86,0.29,3.57,0.04,3.53,1.01,2.52,0.0,2.52,0.0,0.0,0.29,88.25,58.06,3.83,0.04,0.29,3.18,3.57,2.52,1.01,1.01,0.03,202403.0,6.18,0.92,0.06,0.98,0.03,0.95,0.22,0.73,0.21,0.52,0.0,0.52,0.0,14.89,8.41,0.66,4.09,1.98
Haria Apparels,538081.0,__NA__,Textiles - Products,5.23,-7.73,6.28,5260,2747,1449,6.3,3.6,297.0,0.38,-0.38,-0.19,2.94,5.36,5.14,5.36,5.14,48.49,-0.04,-0.05,-0.06,-0.06,26.2,49.22,19.77,18932,8.12,-14.85,8.0,538081.0___NA__,,2.09,6.81,0.04,4.33,2.08,,-50.0,,5.29,,4.33,7.86,0.82,1.48,-5.54,61.53,0.25,2.79,0.0,4.52,-15.0,0.02,60.37,16.98,45.28,0.83,0.26,0.0,6.73,19.05,20.33,13.57,-5.05,19.05,0.98,80.0,1.32,15.29,0.0,-10.0,1.46,0.0,15.1,4.05,0.0,2.1,2.19,0.0,0.01,0.37,8.66,0.0,0.0,0.0,15.1,-7.73,0.0,0.0,0.16,10.0,0.12,0.0,0.08,1.53,1.46,-7.73,1.96,4.05,0.0,-1.25,0.45,-2.13,11.5,4.79,5.46,6.31,13.08,1.76,2.26,2.55,0.0,,0.89,18.77,0.58,0.0,0.0,-1.08,2.43,1.35,0.18,1.17,0.27,0.9,0.0,0.89,0.0,0.89,0.0,,0.36,,,-1.08,0.27,0.18,0.58,1.17,0.89,0.0,0.0,2.43,202403.0,0.0,-0.82,2.33,1.49,0.15,1.34,0.18,1.18,0.01,1.15,0.02,1.17,0.0,,28.71,0.77,0.0,1.21
Shri Vasuprada,538092.0,__NA__,Tea,96.0,0.61,22.06,492,301,311,109.9,67.44,146.78,44.72,0.0,2.92,11.63,91.89,86.94,91.72,86.85,57.1,1.19,0.99,0.17,-0.08,30.45,5.29,1.84,1105,-0.98,-0.33,79.53,538092.0___NA__,0.74,-12.55,-23.93,0.66,-2.17,,13.76,-183.45,-55.04,120.1,0.74,-2.17,-10.38,-0.74,-8.89,183.61,-3.23,0.57,1.84,0.0,,-85.84,0.03,67.26,12.65,42.35,0.87,-2.2,0.0,,-9.11,-5.48,,17.84,-9.09,1.76,-10.88,58.57,8.28,24.05,111.82,51.47,0.0,214.0,254.81,0.0,90.1,163.44,5.36,7.94,27.28,41.1,0.0,0.0,10.45,214.0,14.81,0.79,21.84,0.97,10.0,0.75,0.01,2.67,0.83,51.47,32.78,164.71,254.81,5.13,15.52,-1.48,33.75,37.06,93.52,50.01,81.57,45.85,156.74,157.52,180.61,107.62,-8.45,-17.92,-6.72,-8.0,0.0,107.62,-9.09,14.82,-5.74,7.49,-13.23,6.11,-7.87,-1.28,-17.92,11.47,-6.59,0.0,7.32,75.87,-8.45,-16.65,-9.09,6.11,7.49,-8.0,-13.23,-6.59,0.14,-1.28,14.82,202403.0,114.03,-7.36,11.23,-6.12,7.97,-14.09,8.25,-12.35,-1.57,-20.77,9.99,-10.78,0.0,-6.45,-18.21,-13.04,106.12,-10.15
R&B Denims,538119.0,__NA__,Textiles - Cotton/Blended,67.0,11.28,57.77,65046,15350,23399,75.98,26.66,92.95,1.4,-1.15,3.97,4.83,62.87,52.29,62.67,52.14,61.02,0.97,0.79,0.17,-0.03,140.78,67.16,62.4,46844,33.43,39.78,602.81,538119.0___NA__,1.8,38.88,13.03,2.4,6.61,0.7,37.86,26.62,14.61,161.91,1.8,6.61,19.17,0.04,2.37,230.55,8.92,0.32,1.36,0.0,28.52,-7.63,0.01,87.65,8.02,162.15,0.92,2.24,0.0,31.45,25.82,20.91,112.65,14.68,25.81,6.46,87.95,52.03,17.99,0.0,143.92,33.42,18.26,287.55,105.51,0.0,36.85,98.38,0.01,2.02,185.39,77.18,0.0,0.0,0.0,287.55,132.16,0.0,53.17,68.17,2.0,4.04,0.0,17.99,7.0,51.68,52.65,68.66,105.51,0.0,42.15,39.53,,,68.05,70.76,,,36.19,52.09,,349.05,13.99,21.7,19.46,2.44,0.0,349.05,48.83,3.51,51.96,16.65,35.31,5.34,30.35,8.37,21.7,0.38,21.98,0.0,73.44,21.66,13.99,6.22,48.83,5.34,16.65,2.44,35.31,21.98,8.16,8.37,3.51,202403.0,262.77,34.29,4.7,36.74,12.44,24.3,5.43,21.12,5.65,13.31,2.25,15.48,0.0,13.05,5.26,2.13,296.42,15.69
Goldline Intl.,538180.0,__NA__,Finance & Investments,0.72,-15.12,-28.43,1480536,0,0,1.28,0.46,59.8,0.19,-1.37,0.0,1.39,0.91,0.84,0.92,0.84,32.02,-0.08,-0.08,-0.08,-0.08,40.38,41.07,-24.47,1237091,-35.4,-34.41,37.51,538180.0___NA__,22.83,42.68,304.42,6.03,,28.4,3115.43,-33.33,-32.35,53.47,22.83,,304.42,0.13,4.57,50.53,1.61,0.01,1.18,0.0,0.32,-0.54,0.01,30.49,44.53,54.35,0.55,4.6,0.0,0.22,30.07,0.21,232.0,0.97,30.07,3.08,1849.5,0.32,52.1,0.0,1.37,0.0,0.32,63.82,0.06,0.0,0.0,0.06,0.0,3.16,60.5,10.03,0.0,0.0,0.0,63.82,50.47,0.0,0.0,1.77,1.0,0.78,0.0,7.56,52.1,0.32,50.36,0.06,0.06,0.0,50.06,49.88,49.86,49.9,0.32,0.32,0.56,0.0,0.15,0.28,0.44,1.62,7.41,0.11,0.13,0.0,0.0,1.45,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.59,4.83,4.83,0.12,0.0,0.0,0.0,0.12,0.11,0.01,0.0,0.0,202303.0,1.32,0.21,0.0,0.21,0.0,0.21,0.0,0.21,0.03,0.18,0.0,0.18,0.0,15.91,13.64,0.0,1.57,0.08
Sharp Investment,538212.0,__NA__,Finance & Investments,0.81,6.67,-1.23,795560,806956,799360,0.97,0.49,36.0,0.15,1.25,-1.23,11.11,0.76,0.83,0.76,0.83,59.2,0.02,0.02,0.01,0.01,9.59,7.17,25.21,848131,-16.56,-25.88,19.61,538212.0___NA__,75.42,30.32,,1.49,,,488.46,2200.0,,28.39,75.42,,,1.5,,1.27,2.28,0.0,1.08,,,17.13,0.15,66.67,16.49,65.31,0.84,2.59,,,29.71,-0.07,,0.05,29.71,2.35,93.38,0.0,24.21,0.0,4.18,0.0,0.0,30.99,0.0,0.0,0.0,0.0,0.0,24.08,3.87,2.6,0.0,0.54,0.0,30.99,1.27,0.0,0.0,0.3,1.0,3.36,0.0,2.47,24.21,0.0,1.21,0.0,0.0,0.0,0.51,0.5,3.48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202403.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-0.11
Wonderla Holiday,538268.0,WONDERLA,Recreation / Amusement Parks,912.0,-8.39,5.16,77960,40686,40743,1106.7,544.3,1106.7,104.95,-0.22,0.32,8.33,908.8,848.78,908.59,848.12,55.92,3.91,3.23,-1.68,-3.07,60.8,62.27,27.02,145980,14.26,14.36,5159.49,538268.0_WONDERLA,10.68,136.04,20.15,4.46,331.19,1.33,40.14,-39.48,-19.32,1094.6,10.68,331.19,23.78,0.09,0.04,1123.77,3.69,0.01,1.06,8.95,323.72,2.2,0.03,65.36,17.6,67.54,0.82,4.69,8.95,348.64,29.05,13.66,153.88,34.26,29.03,9.05,228.17,5.57,56.57,0.0,1038.03,0.32,6.62,1238.31,1097.96,0.0,371.69,759.08,170.79,90.14,249.55,55.9,0.0,0.0,4.97,1238.31,193.9,5.26,13.48,2.87,10.0,123.87,0.0,33.82,5.66,6.94,129.81,726.27,1097.96,42.03,34.5,-3.51,-38.11,3.15,3.94,0.99,19.23,23.88,749.99,801.33,708.16,483.04,47.03,157.96,20.61,27.92,0.0,483.04,227.18,22.98,250.16,38.2,211.96,0.64,211.32,53.36,157.96,0.0,157.96,14.14,9.98,62.58,47.03,32.7,227.18,0.64,38.2,27.92,211.96,157.96,55.74,53.36,22.98,202403.0,429.22,213.29,22.65,228.82,35.23,193.59,1.6,199.11,50.21,143.58,7.12,148.9,14.14,49.69,33.45,26.33,481.96,170.4
Response Info.,538273.0,__NA__,Computers - Software - Medium / Small,80.5,-3.94,20.31,10623,32226,20563,94.43,28.88,94.43,3.7,0.12,15.33,13.06,74.48,65.04,74.24,64.89,62.45,0.33,-0.25,-0.36,-0.53,83.19,100.33,54.01,7462,46.06,17.05,60.17,538273.0___NA__,1.77,,22.15,2.16,22.42,,19.36,-286.96,-27.22,7.66,1.77,22.42,23.06,,1.12,9.0,,0.32,1.69,0.0,108.73,-3.09,0.01,78.75,14.75,178.74,0.85,,0.0,26.05,215.63,31.37,207.43,8.77,214.89,10.56,-79.17,2.47,7.48,0.0,0.18,0.0,1.59,14.94,2.46,0.0,0.53,2.42,0.0,0.9,11.26,5.22,0.0,0.0,0.0,14.94,6.58,0.52,0.0,8.23,10.0,0.61,0.08,2.26,0.75,1.59,4.1,1.93,2.46,0.0,,,,,,,,,,,,33.99,8.12,2.28,31.37,2.94,-4.92,33.99,2.76,-0.06,2.8,0.11,2.69,0.12,2.47,0.28,2.28,-0.1,2.2,0.0,0.0,24.82,8.12,6.71,2.76,0.12,0.11,2.94,2.69,2.2,0.58,0.28,-0.06,202403.0,11.24,0.78,0.05,0.83,0.0,0.83,0.08,0.75,0.13,0.62,0.0,0.62,0.0,6.94,5.52,0.83,31.96,2.85
GCM Capital,538319.0,__NA__,Finance & Investments,7.1,32.71,41.15,33235,13250,21000,11.55,3.1,141.6,0.0,0.0,13.42,20.75,6.33,6.04,6.3,6.03,56.61,0.24,0.23,0.19,0.18,90.86,46.46,46.28,22249,13.53,-17.13,12.03,538319.0___NA__,8.53,-59.01,13.75,17.23,10.83,0.41,1233.33,146.67,4.35,27.94,8.53,10.83,18.62,0.01,1.37,18.35,-0.72,0.03,1.06,0.0,6.36,-3.33,0.03,47.34,38.53,129.03,0.61,5.6,0.0,10.67,26.08,-6.34,9.95,10.29,26.15,2.8,-23.13,0.71,16.94,0.0,11.0,0.79,0.1,29.52,2.15,0.0,0.85,0.96,0.0,0.0,18.26,1.06,0.0,0.0,0.0,29.52,17.39,0.0,2.19,0.0,10.0,0.64,0.0,0.76,1.69,0.89,13.78,1.3,2.15,0.0,19.67,16.59,13.44,25.09,0.05,0.23,0.43,0.0,0.19,0.32,0.59,1.41,61.7,0.52,2.3,0.31,0.0,1.41,0.87,0.01,0.88,0.23,0.65,0.06,0.59,0.07,0.52,0.0,0.52,0.0,-26.95,0.48,61.7,36.88,0.87,0.06,0.23,0.31,0.65,0.52,0.06,0.07,0.01,202403.0,3.73,-6.87,0.0,-6.87,0.21,-7.08,0.04,-7.12,0.1,-7.22,0.0,-7.22,0.0,-184.18,-193.57,-4.26,,
A F Enterprises,538351.0,__NA__,Trading,10.91,84.74,119.29,303898,139051,99068,12.0,4.3,776.51,0.91,-2.06,1.83,67.52,8.23,8.44,8.11,8.41,74.37,1.22,1.26,1.12,1.1,47.35,-20.64,25.42,92975,3.53,-30.02,40.03,538351.0___NA__,4.71,-4.86,82.0,1.34,-3.06,,372.24,320.0,345.83,33.34,4.71,-3.06,-83.49,,-664.0,37.49,-25.03,0.21,4.31,,,-15.24,0.02,85.84,9.08,153.72,0.91,,,,-1334.66,2.36,,8.62,-1334.33,1.15,148.26,6.64,14.11,0.0,19.23,0.07,5.47,134.68,12.87,0.0,5.91,5.85,0.0,0.28,125.26,93.62,0.0,0.0,0.21,134.68,31.64,0.0,1.53,117.57,10.0,0.75,8.0,84.0,3.67,5.54,30.28,6.96,12.87,0.0,5.02,,,,3.47,,,,7.17,,,8.5,-9.29,0.0,-1.67,0.0,0.0,8.5,-0.79,2.35,0.56,1.11,-0.55,0.18,0.27,0.27,0.0,1.0,-0.01,0.0,51.65,0.32,-9.29,-8.71,-0.79,0.18,1.11,0.0,-0.55,-0.01,0.22,0.27,2.35,202403.0,24.29,-4.35,6.74,1.08,1.25,-0.17,0.26,0.88,0.54,-0.29,1.31,0.34,0.0,-17.91,-1.19,0.1,23.5,-2.27
Incredible Indus,538365.0,INCREDIBLE,Steel - Medium / Small,43.0,10.05,12.89,27066,45129,25442,52.22,23.25,206.7,11.7,-1.58,-5.8,-0.82,42.22,38.26,42.16,38.2,51.34,1.2,1.38,1.3,1.33,77.24,2.64,-12.78,39387,-11.04,-7.82,201.09,538365.0_INCREDIBLE,0.25,16.62,10.84,2.58,2.69,3.58,17.02,218.37,40.14,132.6,0.25,2.69,14.7,0.04,7.24,182.25,6.89,0.37,1.58,0.0,23.16,-19.33,0.03,68.17,17.66,84.95,0.82,1.22,0.0,28.54,8.44,7.79,51.19,29.75,8.44,7.36,64.45,43.21,46.76,0.0,85.84,40.39,8.75,210.04,99.06,0.0,55.87,37.74,5.29,0.0,166.4,64.52,0.0,0.0,6.47,210.04,139.22,7.27,52.4,44.01,10.0,10.8,1.62,18.79,4.68,49.14,139.26,43.19,99.06,0.16,124.78,130.09,152.28,148.26,41.0,34.28,90.1,115.35,42.4,46.79,54.13,818.16,2.37,5.97,9.03,1.28,0.0,818.16,19.35,2.19,21.54,5.66,15.88,5.91,9.97,4.0,5.97,0.0,5.97,0.0,93.11,7.93,2.37,0.73,19.35,5.91,5.66,1.28,15.88,5.97,4.83,4.0,2.19,202403.0,736.17,17.78,0.41,18.19,5.64,12.55,5.41,7.14,2.23,4.91,0.0,4.91,0.0,2.42,0.67,1.05,804.69,5.76
West Leisure,538382.0,__NA__,Finance & Investments,234.55,23.73,6.4,103,87,251,234.55,139.0,1230.0,56.0,4.97,2.97,3.93,208.29,209.64,207.67,209.5,56.52,4.1,3.95,4.49,4.59,-3.35,18.85,,234,,14.84,71.63,538382.0___NA__,298.46,-727.11,-217.0,0.33,,,-33.33,-1333.33,-57.14,19.88,298.46,,-217.0,0.24,0.0,-0.08,-0.51,0.0,0.99,-12.2,,0.03,0.0,100.0,0.0,68.74,1.0,-63.67,-12.2,,-661.0,-1.02,,-0.26,-651.18,7.07,-193.59,0.0,3.05,0.0,16.83,0.0,0.0,20.0,0.01,0.0,0.01,0.0,0.0,17.62,0.04,0.12,0.0,0.0,0.0,20.0,-0.08,0.0,0.0,0.0,10.0,0.02,0.0,0.0,0.31,0.0,-0.07,0.0,0.01,0.0,0.02,0.06,0.2,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,-137.5,-0.25,-1.68,-0.82,0.0,0.24,-0.33,0.0,-0.33,0.0,-0.33,0.0,-0.33,-0.08,-0.25,0.0,-0.25,0.03,0.0,0.3,-137.5,-104.17,-0.33,0.0,0.0,-0.82,-0.33,-0.25,0.0,-0.08,0.0,202403.0,0.38,0.05,0.0,0.05,0.0,0.05,0.0,0.05,-0.02,0.07,0.0,0.07,0.03,13.16,18.42,0.23,0.41,0.05
Nam Securities,538395.0,__NA__,Finance & Investments,120.0,-4.0,64.38,255,198,163,168.5,49.64,168.5,5.1,0.0,6.19,13.48,118.4,95.23,118.33,94.98,56.18,-2.47,-3.33,-5.2,-5.88,120.95,50.36,14.91,331,14.16,19.59,64.7,538395.0___NA__,0.59,-607.5,116.89,2.37,45.0,-52.01,1.32,-244.44,-14.21,10.99,0.59,45.0,140.27,0.12,0.0,2.09,-0.99,0.0,1.05,0.0,9.99,2.44,0.04,59.2,28.78,141.74,0.71,-5.59,0.0,16.75,-31.76,3.5,1154.79,2.67,-31.72,19.03,-248.85,0.0,5.39,0.0,5.6,0.0,0.0,12.14,1.91,0.0,1.51,0.65,0.0,9.0,2.49,1.05,5.54,0.0,0.0,12.14,1.44,0.0,0.0,0.01,10.0,1.58,0.0,0.78,0.54,0.0,4.82,0.4,1.91,0.0,2.31,1.53,2.82,2.82,0.0,0.0,0.0,0.0,0.52,0.63,0.58,108.85,-0.16,0.33,4.16,0.61,0.0,108.85,-0.17,0.71,0.54,0.09,0.45,0.01,0.44,0.11,0.33,0.0,0.33,0.0,98.8,0.41,-0.16,0.3,-0.17,0.01,0.09,0.61,0.45,0.33,0.11,0.11,0.71,202403.0,72.29,0.14,0.0,0.14,0.08,0.06,0.0,0.06,0.03,0.03,0.0,0.03,0.0,0.19,0.04,0.06,97.2,0.09
M E T S,538401.0,__NA__,Healthcare,172.3,47.03,72.42,5806,5754,8316,181.95,59.85,181.95,6.15,1.5,4.78,6.39,154.04,122.66,153.4,122.19,62.0,2.63,2.15,2.1,1.97,155.88,31.85,22.36,18117,28.72,21.46,94.96,538401.0___NA__,2.85,-22.87,9.47,1.78,9.64,0.27,75.25,1257.89,322.99,30.53,2.85,9.64,10.02,0.3,1.08,36.97,-12.51,0.18,1.63,0.0,273.31,18.61,0.22,92.1,5.3,187.89,0.95,2.21,0.0,105.72,13.07,16.19,59.39,45.55,13.1,4.95,36.81,5.35,5.51,0.0,25.02,0.0,4.79,57.27,11.42,0.0,2.96,8.44,3.48,0.0,45.05,25.31,0.0,0.0,0.0,57.27,25.05,0.0,5.53,15.72,10.0,23.02,0.17,3.63,0.55,4.79,23.06,8.46,11.42,0.0,16.8,8.68,7.42,5.25,2.1,2.56,3.88,3.53,7.89,8.22,8.44,33.29,19.1,4.94,23.28,8.97,0.0,33.29,6.36,1.8,8.16,0.45,7.71,0.8,6.91,1.97,4.94,0.0,4.94,0.0,54.22,4.39,19.1,14.84,6.36,0.8,0.45,8.97,7.71,4.94,1.98,1.97,1.8,202403.0,24.6,3.67,1.26,4.88,0.39,4.49,0.52,4.02,1.04,2.94,0.05,2.98,0.0,14.92,11.95,5.41,28.67,3.75
